CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
2314,ColonialVoice,7.77769E+13,5,2008,00:00.0
2315,Distinguish,5.55537E+13,4,2006,00:00.0
2316,Vista,1.11113E+13,11,2007,00:00.0
2317,ColonialVoice,7.77768E+13,7,2006,00:00.0
2318,Distinguish,5.55575E+13,2,2005,00:00.0
2319,Distinguish,5.55546E+13,8,2007,00:00.0
2320,Distinguish,5.55549E+13,5,2008,00:00.0
2321,Distinguish,5.55521E+13,2,2007,00:00.0
2322,Vista,1.11129E+13,10,2008,00:00.0
2323,Vista,1.11192E+13,1,2007,00:00.0
2324,Vista,1.11198E+13,9,2005,00:00.0
2325,ColonialVoice,7.77723E+13,5,2005,00:00.0
2326,Distinguish,5.5559E+13,3,2008,00:00.0
2327,ColonialVoice,7.7779E+13,1,2006,00:00.0
2328,ColonialVoice,7.77735E+13,2,2006,00:00.0
2329,Vista,1.11198E+13,10,2007,00:00.0
2330,SuperiorCard,3.33354E+13,7,2007,00:00.0
2331,SuperiorCard,3.3335E+13,11,2005,00:00.0
2332,ColonialVoice,7.77717E+13,10,2007,00:00.0
2333,Vista,1.11173E+13,11,2006,00:00.0
2334,SuperiorCard,3.33389E+13,2,2006,00:00.0
2335,ColonialVoice,7.77759E+13,11,2006,00:00.0
2336,SuperiorCard,3.33315E+13,5,2006,00:00.0
2337,Vista,1.11119E+13,2,2006,00:00.0
2338,SuperiorCard,3.3334E+13,2,2007,00:00.0
2339,SuperiorCard,3.33336E+13,8,2005,00:00.0
2340,Distinguish,5.55552E+13,10,2005,00:00.0
2341,SuperiorCard,3.33397E+13,10,2006,00:00.0
2342,ColonialVoice,7.77773E+13,10,2006,00:00.0
2343,Distinguish,5.55598E+13,9,2006,00:00.0
2344,ColonialVoice,7.77792E+13,2,2006,00:00.0
2345,Vista,1.11141E+13,3,2005,00:00.0
2346,Vista,1.11135E+13,9,2007,00:00.0
2347,Vista,1.1115E+13,6,2007,00:00.0
2348,Distinguish,5.55578E+13,5,2007,00:00.0
2349,SuperiorCard,3.33333E+13,12,2007,00:00.0
2350,Distinguish,5.55579E+13,8,2008,00:00.0
2351,Distinguish,5.55527E+13,10,2007,00:00.0
2352,SuperiorCard,3.33379E+13,11,2005,00:00.0
2353,Vista,1.11168E+13,11,2005,00:00.0
2354,ColonialVoice,7.77711E+13,4,2006,00:00.0
2355,ColonialVoice,7.77715E+13,4,2007,00:00.0
2356,SuperiorCard,3.33369E+13,12,2006,00:00.0
2357,ColonialVoice,7.77725E+13,4,2006,00:00.0
2358,ColonialVoice,7.77772E+13,6,2006,00:00.0
2359,SuperiorCard,3.33383E+13,11,2007,00:00.0
2360,Vista,1.11199E+13,7,2008,00:00.0
2361,SuperiorCard,3.3334E+13,8,2007,00:00.0
2362,Distinguish,5.55586E+13,12,2006,00:00.0
2363,ColonialVoice,7.77738E+13,5,2006,00:00.0
2364,SuperiorCard,3.33356E+13,10,2006,00:00.0
2365,SuperiorCard,3.33396E+13,5,2008,00:00.0
2366,Vista,1.11141E+13,12,2008,00:00.0
2367,ColonialVoice,7.77777E+13,5,2007,00:00.0
2368,SuperiorCard,3.3337E+13,10,2008,00:00.0
2369,Distinguish,5.55524E+13,11,2007,00:00.0
2370,Distinguish,5.55543E+13,11,2008,00:00.0
2371,Distinguish,5.55572E+13,5,2007,00:00.0
2372,ColonialVoice,7.77728E+13,3,2008,00:00.0
2373,SuperiorCard,3.33339E+13,9,2006,00:00.0
2374,Distinguish,5.55592E+13,10,2005,00:00.0
2375,Distinguish,5.55589E+13,1,2006,00:00.0
2376,SuperiorCard,3.33351E+13,1,2008,00:00.0
2377,Vista,1.11116E+13,3,2007,00:00.0
2378,SuperiorCard,3.33351E+13,6,2007,00:00.0
2379,SuperiorCard,3.3339E+13,9,2007,00:00.0
2380,SuperiorCard,3.3338E+13,10,2006,00:00.0
2381,SuperiorCard,3.33333E+13,2,2007,00:00.0
2382,Distinguish,5.55585E+13,12,2006,00:00.0
2383,Vista,1.11143E+13,5,2006,00:00.0
2384,Vista,1.11168E+13,8,2007,00:00.0
2385,ColonialVoice,7.77796E+13,8,2006,00:00.0
2386,ColonialVoice,7.77735E+13,8,2005,00:00.0
2387,ColonialVoice,7.77732E+13,12,2006,00:00.0
2388,Vista,1.11127E+13,1,2006,00:00.0
2389,SuperiorCard,3.33347E+13,4,2005,00:00.0
2390,SuperiorCard,3.33389E+13,1,2007,00:00.0
2391,Vista,1.1119E+13,1,2005,00:00.0
2392,Vista,1.11117E+13,10,2007,00:00.0
2393,Distinguish,5.55563E+13,12,2008,00:00.0
2394,ColonialVoice,7.77788E+13,4,2005,00:00.0
2395,ColonialVoice,7.77744E+13,6,2008,00:00.0
2396,Vista,1.11117E+13,5,2005,00:00.0
2397,Distinguish,5.55593E+13,4,2008,00:00.0
2398,SuperiorCard,3.33399E+13,2,2005,00:00.0
2399,SuperiorCard,3.33398E+13,3,2006,00:00.0
2400,SuperiorCard,3.33372E+13,8,2006,00:00.0
2401,SuperiorCard,3.33382E+13,2,2005,00:00.0
2402,ColonialVoice,7.7774E+13,9,2007,00:00.0
2403,SuperiorCard,3.33331E+13,8,2008,00:00.0
2404,Distinguish,5.55553E+13,3,2006,00:00.0
2405,Distinguish,5.55559E+13,2,2008,00:00.0
2406,Vista,1.1118E+13,10,2006,00:00.0
2407,Vista,1.11134E+13,7,2005,00:00.0
2408,Distinguish,5.55539E+13,5,2006,00:00.0
2409,ColonialVoice,7.77729E+13,10,2007,00:00.0
2410,Distinguish,5.55593E+13,7,2008,00:00.0
2411,SuperiorCard,3.33342E+13,2,2007,00:00.0
2412,Vista,1.11137E+13,10,2005,00:00.0
2413,SuperiorCard,3.33333E+13,9,2006,00:00.0
2414,ColonialVoice,7.77798E+13,5,2007,00:00.0
2415,ColonialVoice,7.77791E+13,5,2008,00:00.0
2416,Vista,1.1114E+13,1,2008,00:00.0
2417,Vista,1.11177E+13,2,2008,00:00.0
2418,SuperiorCard,3.33328E+13,10,2006,00:00.0
2419,ColonialVoice,7.77772E+13,4,2007,00:00.0
2420,ColonialVoice,7.77761E+13,7,2005,00:00.0
2421,SuperiorCard,3.33386E+13,3,2007,00:00.0
2422,SuperiorCard,3.33384E+13,11,2007,00:00.0
2423,SuperiorCard,3.33387E+13,10,2006,00:00.0
2424,Vista,1.11162E+13,9,2006,00:00.0
2425,Distinguish,5.55531E+13,12,2005,00:00.0
2426,ColonialVoice,7.77759E+13,10,2007,00:00.0
2427,SuperiorCard,3.33381E+13,12,2006,00:00.0
2428,Distinguish,5.55535E+13,9,2006,00:00.0
2429,Vista,1.1113E+13,10,2005,00:00.0
2430,Distinguish,5.5558E+13,7,2006,00:00.0
2431,SuperiorCard,3.33335E+13,3,2005,00:00.0
2432,Distinguish,5.55521E+13,10,2006,00:00.0
2433,Vista,1.11149E+13,10,2005,00:00.0
2434,SuperiorCard,3.33398E+13,6,2005,00:00.0
2435,Vista,1.11195E+13,6,2005,00:00.0
2436,ColonialVoice,7.77788E+13,12,2006,00:00.0
2437,ColonialVoice,7.77718E+13,1,2007,00:00.0
2438,Distinguish,5.55583E+13,4,2008,00:00.0
2439,SuperiorCard,3.33397E+13,6,2007,00:00.0
2440,Distinguish,5.55578E+13,9,2006,00:00.0
2441,ColonialVoice,7.77795E+13,11,2008,00:00.0
2442,ColonialVoice,7.77761E+13,5,2007,00:00.0
2443,SuperiorCard,3.33395E+13,1,2007,00:00.0
2444,SuperiorCard,3.33365E+13,8,2006,00:00.0
2445,ColonialVoice,7.77761E+13,9,2007,00:00.0
2446,Distinguish,5.55591E+13,9,2005,00:00.0
2447,SuperiorCard,3.33326E+13,12,2008,00:00.0
2448,SuperiorCard,3.33349E+13,9,2007,00:00.0
2449,ColonialVoice,7.77792E+13,7,2008,00:00.0
2450,Distinguish,5.5554E+13,8,2006,00:00.0
2451,Distinguish,5.55513E+13,8,2008,00:00.0
2452,SuperiorCard,3.3332E+13,8,2007,00:00.0
2453,SuperiorCard,3.33338E+13,12,2005,00:00.0
2454,Vista,1.1119E+13,11,2007,00:00.0
2455,ColonialVoice,7.7778E+13,3,2006,00:00.0
2456,ColonialVoice,7.77736E+13,7,2005,00:00.0
2457,Vista,1.11132E+13,8,2007,00:00.0
2458,SuperiorCard,3.33372E+13,12,2008,00:00.0
2459,Vista,1.11131E+13,4,2005,00:00.0
2460,Vista,1.11123E+13,5,2005,00:00.0
2461,ColonialVoice,7.77795E+13,3,2005,00:00.0
2462,SuperiorCard,3.33321E+13,8,2006,00:00.0
2463,Distinguish,5.55539E+13,9,2008,00:00.0
2464,ColonialVoice,7.77715E+13,8,2005,00:00.0
2465,SuperiorCard,3.33342E+13,8,2007,00:00.0
2466,Distinguish,5.55578E+13,4,2005,00:00.0
2467,ColonialVoice,7.7776E+13,1,2007,00:00.0
2468,ColonialVoice,7.77716E+13,10,2007,00:00.0
2469,SuperiorCard,3.3332E+13,3,2008,00:00.0
2470,ColonialVoice,7.77779E+13,8,2007,00:00.0
2471,Vista,1.11154E+13,11,2005,00:00.0
2472,SuperiorCard,3.33384E+13,5,2006,00:00.0
2473,Vista,1.11151E+13,11,2007,00:00.0
2474,ColonialVoice,7.77799E+13,8,2006,00:00.0
2475,Vista,1.11192E+13,6,2005,00:00.0
2476,Vista,1.11162E+13,2,2008,00:00.0
2477,ColonialVoice,7.77796E+13,2,2006,00:00.0
2478,ColonialVoice,7.77729E+13,7,2005,00:00.0
2479,Distinguish,5.55574E+13,1,2005,00:00.0
2480,SuperiorCard,3.33319E+13,10,2005,00:00.0
2481,ColonialVoice,7.7773E+13,1,2006,00:00.0
2482,ColonialVoice,7.77768E+13,8,2008,00:00.0
2483,Distinguish,5.55527E+13,12,2007,00:00.0
2484,Distinguish,5.55572E+13,11,2008,00:00.0
2485,Distinguish,5.5556E+13,5,2008,00:00.0
2486,ColonialVoice,7.77737E+13,1,2008,00:00.0
2487,SuperiorCard,3.33374E+13,1,2007,00:00.0
2488,SuperiorCard,3.33368E+13,11,2008,00:00.0
2489,SuperiorCard,3.33392E+13,10,2005,00:00.0
2490,Distinguish,5.55564E+13,8,2006,00:00.0
2491,ColonialVoice,7.77799E+13,9,2005,00:00.0
2492,ColonialVoice,7.77715E+13,12,2008,00:00.0
2493,ColonialVoice,7.77713E+13,3,2006,00:00.0
2494,Distinguish,5.55579E+13,3,2007,00:00.0
2495,Distinguish,5.55546E+13,8,2006,00:00.0
2496,ColonialVoice,7.77771E+13,9,2005,00:00.0
2497,Distinguish,5.55537E+13,8,2005,00:00.0
2498,Vista,1.11169E+13,8,2005,00:00.0
2499,Vista,1.1119E+13,12,2007,00:00.0
2500,Distinguish,5.55523E+13,10,2006,00:00.0
2501,ColonialVoice,7.77799E+13,4,2007,00:00.0
2502,ColonialVoice,7.77761E+13,12,2008,00:00.0
2503,ColonialVoice,7.778E+13,4,2007,00:00.0
2504,Vista,1.11177E+13,1,2007,00:00.0
2505,Vista,1.11172E+13,2,2008,00:00.0
2506,SuperiorCard,3.33367E+13,9,2005,00:00.0
2507,Vista,1.11141E+13,5,2007,00:00.0
2508,Vista,1.11175E+13,11,2005,00:00.0
2509,Vista,1.11165E+13,8,2007,00:00.0
2510,SuperiorCard,3.33316E+13,10,2007,00:00.0
2511,SuperiorCard,3.33399E+13,11,2006,00:00.0
2512,SuperiorCard,3.3334E+13,2,2005,00:00.0
2513,SuperiorCard,3.33313E+13,7,2007,00:00.0
2514,ColonialVoice,7.77725E+13,9,2005,00:00.0
2515,SuperiorCard,3.33385E+13,5,2008,00:00.0
2516,Distinguish,5.55533E+13,10,2008,00:00.0
2517,SuperiorCard,3.33363E+13,8,2007,00:00.0
2518,Distinguish,5.55562E+13,3,2008,00:00.0
2519,Distinguish,5.55531E+13,12,2007,00:00.0
2520,Distinguish,5.55529E+13,8,2006,00:00.0
2521,Distinguish,5.5557E+13,10,2008,00:00.0
2522,SuperiorCard,3.33324E+13,1,2005,00:00.0
2523,ColonialVoice,7.77747E+13,2,2008,00:00.0
2524,Vista,1.11186E+13,10,2006,00:00.0
2525,Distinguish,5.55513E+13,7,2007,00:00.0
2526,SuperiorCard,3.33363E+13,7,2006,00:00.0
2527,ColonialVoice,7.77796E+13,10,2006,00:00.0
2528,ColonialVoice,7.77788E+13,7,2008,00:00.0
2529,Vista,1.11128E+13,6,2008,00:00.0
2530,SuperiorCard,3.3333E+13,2,2005,00:00.0
2531,ColonialVoice,7.77799E+13,6,2008,00:00.0
2532,ColonialVoice,7.77762E+13,1,2007,00:00.0
2533,Vista,1.11186E+13,6,2008,00:00.0
2534,Distinguish,5.55528E+13,10,2005,00:00.0
2535,ColonialVoice,7.77748E+13,9,2007,00:00.0
2536,ColonialVoice,7.77773E+13,10,2008,00:00.0
2537,ColonialVoice,7.77765E+13,5,2008,00:00.0
2538,SuperiorCard,3.33364E+13,10,2007,00:00.0
2539,SuperiorCard,3.33317E+13,6,2007,00:00.0
2540,SuperiorCard,3.33397E+13,5,2006,00:00.0
2541,Distinguish,5.55552E+13,10,2005,00:00.0
2542,ColonialVoice,7.77748E+13,4,2007,00:00.0
2543,SuperiorCard,3.33397E+13,6,2006,00:00.0
2544,Distinguish,5.55581E+13,10,2006,00:00.0
2545,Distinguish,5.55569E+13,9,2006,00:00.0
2546,ColonialVoice,7.77722E+13,11,2008,00:00.0
2547,ColonialVoice,7.7775E+13,12,2005,00:00.0
2548,ColonialVoice,7.77726E+13,1,2005,00:00.0
2549,Distinguish,5.55575E+13,8,2008,00:00.0
2550,SuperiorCard,3.33335E+13,10,2006,00:00.0
2551,SuperiorCard,3.33377E+13,12,2007,00:00.0
2552,ColonialVoice,7.77755E+13,3,2006,00:00.0
2553,SuperiorCard,3.3331E+13,12,2005,00:00.0
2554,SuperiorCard,3.33378E+13,3,2005,00:00.0
2555,SuperiorCard,3.33343E+13,2,2007,00:00.0
2556,ColonialVoice,7.77773E+13,10,2005,00:00.0
2557,ColonialVoice,7.77785E+13,7,2005,00:00.0
2558,ColonialVoice,7.7772E+13,11,2006,00:00.0
2559,ColonialVoice,7.77713E+13,11,2008,00:00.0
2560,SuperiorCard,3.33372E+13,10,2006,00:00.0
2561,ColonialVoice,7.77735E+13,11,2008,00:00.0
2562,SuperiorCard,3.33343E+13,4,2006,00:00.0
2563,Vista,1.11158E+13,6,2008,00:00.0
2564,ColonialVoice,7.77719E+13,2,2008,00:00.0
2565,Vista,1.11147E+13,2,2006,00:00.0
2566,SuperiorCard,3.33357E+13,12,2006,00:00.0
2567,Vista,1.11165E+13,2,2005,00:00.0
2568,SuperiorCard,3.33367E+13,2,2007,00:00.0
2569,Distinguish,5.55552E+13,12,2008,00:00.0
2570,ColonialVoice,7.77785E+13,7,2008,00:00.0
2571,Vista,1.11174E+13,12,2006,00:00.0
2572,ColonialVoice,7.77782E+13,8,2005,00:00.0
2573,ColonialVoice,7.77771E+13,12,2008,00:00.0
2574,Vista,1.11158E+13,8,2007,00:00.0
2575,Vista,1.11158E+13,2,2006,00:00.0
2576,Vista,1.11195E+13,7,2008,00:00.0
2577,SuperiorCard,3.33333E+13,4,2006,00:00.0
2578,Vista,1.11165E+13,10,2005,00:00.0
2579,ColonialVoice,7.77793E+13,6,2007,00:00.0
2580,Distinguish,5.55526E+13,10,2008,00:00.0
2581,ColonialVoice,7.7774E+13,5,2005,00:00.0
2582,Distinguish,5.55566E+13,1,2008,00:00.0
2583,SuperiorCard,3.33334E+13,1,2005,00:00.0
2584,Distinguish,5.55538E+13,11,2005,00:00.0
2585,ColonialVoice,7.77775E+13,5,2006,00:00.0
2586,ColonialVoice,7.77797E+13,5,2007,00:00.0
2587,Vista,1.11177E+13,11,2006,00:00.0
2588,ColonialVoice,7.77737E+13,6,2008,00:00.0
2589,Vista,1.11137E+13,12,2007,00:00.0
2590,ColonialVoice,7.77767E+13,3,2006,00:00.0
2591,Distinguish,5.55538E+13,4,2007,00:00.0
2592,Distinguish,5.55535E+13,4,2008,00:00.0
2593,ColonialVoice,7.77714E+13,10,2008,00:00.0
2594,Vista,1.11178E+13,1,2006,00:00.0
2595,ColonialVoice,7.77745E+13,9,2006,00:00.0
2596,Vista,1.1114E+13,12,2007,00:00.0
2597,Distinguish,5.55511E+13,6,2008,00:00.0
2598,ColonialVoice,7.77722E+13,5,2007,00:00.0
2599,SuperiorCard,3.3336E+13,7,2008,00:00.0
2600,Distinguish,5.55562E+13,12,2007,00:00.0
2601,Vista,1.11126E+13,2,2006,00:00.0
2602,Vista,1.11181E+13,9,2006,00:00.0
2603,Distinguish,5.55546E+13,9,2005,00:00.0
2604,SuperiorCard,3.33339E+13,5,2007,00:00.0
2605,Vista,1.11148E+13,9,2005,00:00.0
2606,Distinguish,5.55599E+13,11,2005,00:00.0
2607,Distinguish,5.55572E+13,10,2005,00:00.0
2608,SuperiorCard,3.33364E+13,4,2006,00:00.0
2609,ColonialVoice,7.77744E+13,8,2008,00:00.0
2610,Vista,1.1115E+13,3,2008,00:00.0
2611,Vista,1.11166E+13,5,2008,00:00.0
2612,SuperiorCard,3.33391E+13,6,2007,00:00.0
2613,Vista,1.11199E+13,9,2008,00:00.0
2614,SuperiorCard,3.33355E+13,10,2007,00:00.0
2615,ColonialVoice,7.77779E+13,6,2008,00:00.0
2616,Vista,1.11175E+13,10,2005,00:00.0
2617,ColonialVoice,7.7771E+13,2,2006,00:00.0
2618,ColonialVoice,7.77734E+13,2,2005,00:00.0
2619,Distinguish,5.55551E+13,9,2005,00:00.0
2620,Vista,1.11184E+13,4,2008,00:00.0
2621,ColonialVoice,7.77779E+13,6,2008,00:00.0
2622,Vista,1.11152E+13,5,2005,00:00.0
2623,Distinguish,5.55594E+13,6,2006,00:00.0
2624,SuperiorCard,3.33363E+13,7,2008,00:00.0
2625,ColonialVoice,7.77775E+13,1,2007,00:00.0
2626,Distinguish,5.55573E+13,11,2007,00:00.0
2627,SuperiorCard,3.33311E+13,11,2006,00:00.0
2628,Vista,1.11161E+13,4,2008,00:00.0
2629,Vista,1.11168E+13,12,2005,00:00.0
2630,Distinguish,5.55561E+13,4,2007,00:00.0
2631,SuperiorCard,3.33328E+13,8,2005,00:00.0
2632,ColonialVoice,7.77727E+13,9,2008,00:00.0
2633,Vista,1.11123E+13,10,2005,00:00.0
2634,SuperiorCard,3.3339E+13,9,2006,00:00.0
2635,Distinguish,5.55595E+13,3,2008,00:00.0
2636,ColonialVoice,7.77716E+13,3,2006,00:00.0
2637,SuperiorCard,3.3339E+13,3,2006,00:00.0
2638,Distinguish,5.55517E+13,5,2006,00:00.0
2639,SuperiorCard,3.33376E+13,11,2008,00:00.0
2640,Vista,1.11139E+13,11,2006,00:00.0
2641,SuperiorCard,3.3331E+13,9,2005,00:00.0
2642,Vista,1.11183E+13,11,2006,00:00.0
2643,ColonialVoice,7.77798E+13,9,2008,00:00.0
2644,ColonialVoice,7.77716E+13,1,2006,00:00.0
2645,Distinguish,5.55557E+13,12,2008,00:00.0
2646,ColonialVoice,7.77766E+13,5,2007,00:00.0
2647,SuperiorCard,3.33333E+13,2,2006,00:00.0
2648,ColonialVoice,7.77754E+13,12,2006,00:00.0
2649,Vista,1.11138E+13,2,2005,00:00.0
2650,ColonialVoice,7.77712E+13,6,2007,00:00.0
2651,Distinguish,5.55586E+13,6,2007,00:00.0
2652,SuperiorCard,3.3338E+13,6,2008,00:00.0
2653,Vista,1.11139E+13,12,2007,00:00.0
2654,ColonialVoice,7.7778E+13,3,2006,00:00.0
2655,Distinguish,5.55597E+13,5,2006,00:00.0
2656,Vista,1.1119E+13,2,2008,00:00.0
2657,Distinguish,5.55579E+13,7,2007,00:00.0
2658,Distinguish,5.55585E+13,2,2005,00:00.0
2659,Vista,1.1113E+13,2,2006,00:00.0
2660,ColonialVoice,7.77774E+13,8,2008,00:00.0
2661,ColonialVoice,7.77794E+13,2,2007,00:00.0
2662,Vista,1.11177E+13,8,2007,00:00.0
2663,SuperiorCard,3.33343E+13,7,2005,00:00.0
2664,SuperiorCard,3.33317E+13,4,2006,00:00.0
2665,ColonialVoice,7.77746E+13,6,2008,00:00.0
2666,Distinguish,5.55569E+13,4,2008,00:00.0
2667,ColonialVoice,7.77789E+13,7,2006,00:00.0
2668,SuperiorCard,3.33313E+13,2,2007,00:00.0
2669,Distinguish,5.55523E+13,10,2008,00:00.0
2670,Distinguish,5.55569E+13,2,2006,00:00.0
2671,Vista,1.1116E+13,10,2006,00:00.0
2672,Distinguish,5.5553E+13,1,2006,00:00.0
2673,SuperiorCard,3.33377E+13,1,2005,00:00.0
2674,Vista,1.11139E+13,3,2007,00:00.0
2675,SuperiorCard,3.33351E+13,8,2008,00:00.0
2676,ColonialVoice,7.7772E+13,7,2008,00:00.0
2677,ColonialVoice,7.77761E+13,8,2007,00:00.0
2678,Distinguish,5.5555E+13,6,2008,00:00.0
2679,Vista,1.11126E+13,4,2006,00:00.0
2680,SuperiorCard,3.33346E+13,9,2008,00:00.0
2681,ColonialVoice,7.77792E+13,4,2006,00:00.0
2682,ColonialVoice,7.77796E+13,9,2008,00:00.0
2683,Vista,1.11198E+13,10,2005,00:00.0
2684,ColonialVoice,7.77766E+13,3,2007,00:00.0
2685,Vista,1.11189E+13,9,2006,00:00.0
2686,SuperiorCard,3.33334E+13,1,2008,00:00.0
2687,ColonialVoice,7.77762E+13,10,2006,00:00.0
2688,Distinguish,5.55575E+13,10,2005,00:00.0
2689,Distinguish,5.55525E+13,3,2007,00:00.0
2690,Vista,1.11159E+13,11,2008,00:00.0
2691,Vista,1.11143E+13,9,2007,00:00.0
2692,Distinguish,5.55544E+13,8,2006,00:00.0
2693,Vista,1.1116E+13,5,2007,00:00.0
2694,Vista,1.11157E+13,4,2005,00:00.0
2695,Distinguish,5.55573E+13,8,2008,00:00.0
2696,Distinguish,5.55526E+13,8,2008,00:00.0
2697,Vista,1.11153E+13,4,2005,00:00.0
2698,ColonialVoice,7.77711E+13,10,2005,00:00.0
2699,Distinguish,5.55581E+13,5,2007,00:00.0
2700,Vista,1.11184E+13,11,2006,00:00.0
2701,Distinguish,5.55532E+13,8,2006,00:00.0
2702,Vista,1.11179E+13,9,2007,00:00.0
2703,Vista,1.11158E+13,12,2008,00:00.0
2704,ColonialVoice,7.77748E+13,3,2007,00:00.0
2705,Vista,1.11179E+13,2,2008,00:00.0
2706,Distinguish,5.55556E+13,4,2005,00:00.0
2707,Vista,1.11191E+13,5,2006,00:00.0
2708,ColonialVoice,7.77761E+13,5,2008,00:00.0
2709,SuperiorCard,3.33384E+13,12,2008,00:00.0
2710,Vista,1.11188E+13,11,2007,00:00.0
2711,Vista,1.11156E+13,2,2008,00:00.0
2712,ColonialVoice,7.77736E+13,5,2008,00:00.0
2713,Vista,1.11195E+13,1,2005,00:00.0
2714,SuperiorCard,3.33313E+13,12,2006,00:00.0
2715,SuperiorCard,3.3337E+13,8,2008,00:00.0
2716,SuperiorCard,3.33374E+13,11,2006,00:00.0
2717,SuperiorCard,3.33325E+13,4,2005,00:00.0
2718,Vista,1.1112E+13,9,2006,00:00.0
2719,Vista,1.11195E+13,3,2007,00:00.0
2720,SuperiorCard,3.33384E+13,12,2007,00:00.0
2721,ColonialVoice,7.77721E+13,11,2007,00:00.0
2722,ColonialVoice,7.77767E+13,6,2005,00:00.0
2723,Distinguish,5.55565E+13,11,2006,00:00.0
2724,Vista,1.11115E+13,5,2008,00:00.0
2725,Vista,1.11196E+13,2,2008,00:00.0
2726,Vista,1.11125E+13,5,2006,00:00.0
2727,ColonialVoice,7.77721E+13,6,2005,00:00.0
2728,SuperiorCard,3.33316E+13,9,2008,00:00.0
2729,SuperiorCard,3.33319E+13,8,2008,00:00.0
2730,Vista,1.11131E+13,1,2007,00:00.0
2731,SuperiorCard,3.33333E+13,4,2006,00:00.0
2732,Distinguish,5.5552E+13,11,2006,00:00.0
2733,ColonialVoice,7.77729E+13,12,2008,00:00.0
2734,ColonialVoice,7.7773E+13,12,2006,00:00.0
2735,Vista,1.1116E+13,9,2005,00:00.0
2736,SuperiorCard,3.33331E+13,5,2007,00:00.0
2737,SuperiorCard,3.33347E+13,5,2006,00:00.0
2738,Vista,1.11168E+13,10,2005,00:00.0
2739,Distinguish,5.556E+13,8,2008,00:00.0
2740,ColonialVoice,7.77775E+13,9,2006,00:00.0
2741,Distinguish,5.55524E+13,12,2005,00:00.0
2742,SuperiorCard,3.33347E+13,3,2007,00:00.0
2743,Vista,1.11194E+13,4,2006,00:00.0
2744,SuperiorCard,3.33329E+13,8,2008,00:00.0
2745,SuperiorCard,3.33372E+13,8,2005,00:00.0
2746,Vista,1.11152E+13,3,2006,00:00.0
2747,Distinguish,5.55515E+13,9,2007,00:00.0
2748,Vista,1.1114E+13,2,2007,00:00.0
2749,SuperiorCard,3.33395E+13,4,2005,00:00.0
2750,Distinguish,5.55559E+13,3,2006,00:00.0
2751,ColonialVoice,7.77737E+13,12,2007,00:00.0
2752,Vista,1.11165E+13,2,2008,00:00.0
2753,Vista,1.11185E+13,10,2007,00:00.0
2754,SuperiorCard,3.33336E+13,9,2008,00:00.0
2755,Distinguish,5.55521E+13,7,2005,00:00.0
2756,Vista,1.11142E+13,8,2005,00:00.0
2757,Vista,1.11161E+13,4,2005,00:00.0
2758,Vista,1.11158E+13,9,2006,00:00.0
2759,Distinguish,5.55555E+13,3,2008,00:00.0
2760,Vista,1.1114E+13,1,2007,00:00.0
2761,Distinguish,5.55517E+13,4,2005,00:00.0
2762,Distinguish,5.55581E+13,9,2006,00:00.0
2763,ColonialVoice,7.77715E+13,9,2006,00:00.0
2764,SuperiorCard,3.33342E+13,8,2008,00:00.0
2765,Distinguish,5.55559E+13,11,2007,00:00.0
2766,Distinguish,5.5551E+13,5,2006,00:00.0
2767,ColonialVoice,7.77712E+13,10,2006,00:00.0
2768,ColonialVoice,7.77711E+13,4,2007,00:00.0
2769,SuperiorCard,3.33342E+13,4,2006,00:00.0
2770,Distinguish,5.55593E+13,9,2005,00:00.0
2771,SuperiorCard,3.33362E+13,5,2005,00:00.0
2772,SuperiorCard,3.33313E+13,9,2008,00:00.0
2773,SuperiorCard,3.33364E+13,12,2007,00:00.0
2774,SuperiorCard,3.33384E+13,9,2007,00:00.0
2775,SuperiorCard,3.33372E+13,8,2006,00:00.0
2776,SuperiorCard,3.33398E+13,4,2006,00:00.0
2777,Vista,1.11166E+13,2,2005,00:00.0
2778,SuperiorCard,3.33342E+13,6,2006,00:00.0
2779,Vista,1.11135E+13,3,2005,00:00.0
2780,ColonialVoice,7.77711E+13,3,2007,00:00.0
2781,Vista,1.11172E+13,7,2006,00:00.0
2782,ColonialVoice,7.77752E+13,7,2006,00:00.0
2783,ColonialVoice,7.77733E+13,4,2007,00:00.0
2784,ColonialVoice,7.77743E+13,7,2007,00:00.0
2785,Vista,1.11196E+13,10,2006,00:00.0
2786,Distinguish,5.5559E+13,8,2008,00:00.0
2787,ColonialVoice,7.7778E+13,4,2005,00:00.0
2788,Distinguish,5.55549E+13,12,2005,00:00.0
2789,Distinguish,5.5559E+13,1,2008,00:00.0
2790,ColonialVoice,7.77719E+13,11,2005,00:00.0
2791,Distinguish,5.55561E+13,7,2006,00:00.0
2792,Distinguish,5.55528E+13,4,2005,00:00.0
2793,Distinguish,5.5553E+13,5,2008,00:00.0
2794,SuperiorCard,3.33399E+13,2,2007,00:00.0
2795,Vista,1.11193E+13,3,2008,00:00.0
2796,SuperiorCard,3.33336E+13,3,2005,00:00.0
2797,SuperiorCard,3.33362E+13,1,2007,00:00.0
2798,SuperiorCard,3.33372E+13,8,2006,00:00.0
2799,Vista,1.11187E+13,10,2008,00:00.0
2800,Vista,1.11199E+13,9,2006,00:00.0
2801,Vista,1.11139E+13,1,2007,00:00.0
